title,price,mileage,fuel,hp,type,region,is_amg,color,age
mercedes-benz gle,122000,24000,diesel,248.0,jeep,plovdiv,0,gray,3
mercedes-benz gle 300de amg* 4matic* 6+ 1* гаранция*,149900,25000,hybrid,270.0,jeep,sofia,1,black,2
mercedes-benz gle 450 4-matic,160100,21000,gasoline,367.0,jeep,sofia,0,black,3
mercedes-benz gle 300d 4matic = amg line advanced plus= гаранция,145420,18000,diesel,272.0,jeep,sofia,1,gray,1
mercedes-benz gle 300d 4matic coupe = amg line advancedplus= гаранци,159500,15500,diesel,272.0,coupe,sofia,1,black,1
mercedes-benz gle coupe 300d 4 matic amg burmaster,191670,30,diesel,292.0,coupe,sofia,1,green,0
mercedes-benz gle 250 4 matic,37000,270000,diesel,204.0,jeep,vidin,0,blue,9
mercedes-benz gle 250 камера-подгрев-led-ел багажник-2.2cdi 204hp,39500,234600,diesel,204.0,jeep,sofia,0,dark gray,9
mercedes-benz gle 250 2.2cdi,41000,221000,diesel,204.0,jeep,varna,0,white,9
mercedes-benz gle 250 4 wd,49000,81000,diesel,204.0,jeep,sofia,0,white,8
mercedes-benz gle 250 amg* 9g* camera* 4matic* led* сменена верига,54500,195000,diesel,204.0,jeep,plovdiv,1,dark gray,7
mercedes-benz gle 350,30000,148000,diesel,258.0,jeep,sofia,0,blue,8
mercedes-benz gle 350 4matic amg,43000,176664,diesel,258.0,jeep,sofia,1,light gray,9
mercedes-benz gle 350,43316,212321,diesel,258.0,jeep,burgas,0,gray,9
mercedes-benz gle 350 3.0/258кс 4matic панорама,44000,282000,diesel,258.0,jeep,vratsa,0,white,7
mercedes-benz gle 350 4matic,45000,198000,gasoline,302.0,jeep,plovdiv,0,black,8
mercedes-benz gle 350 4-matic nov,45700,257000,diesel,258.0,jeep,plovdiv,0,silver,9
mercedes-benz gle 350 облcужрен-4matic,45800,198000,gasoline,302.0,jeep,plovdiv,0,red,8
mercedes-benz gle 350 4matic 9g tronic,48000,202000,diesel,258.0,jeep,plovdiv,0,dark gray,10
mercedes-benz gle 350,48000,212000,diesel,258.0,jeep,pernik,0,white,10
mercedes-benz gle 350 350d 4-matic premium,48500,197000,diesel,258.0,jeep,plovdiv,0,black,9
mercedes-benz gle 350 4 matik,48999,150000,gasoline,302.0,jeep,dobrich,0,white,7
mercedes-benz gle 350 4матик. амг пакет,49000,149000,gasoline,302.0,jeep,sofia,0,white,9
"mercedes-benz gle 350 amg-distronic-4-matic, внос, ,",49900,198900,diesel,258.0,jeep,plovdiv,1,black,8
mercedes-benz gle 350 amg,49900,198900,diesel,258.0,jeep,plovdiv,1,black,7
mercedes-benz gle 350 gle-350d,49990,149500,diesel,258.0,jeep,shumen,0,black,10
mercedes-benz gle 350 d= 4matic= 63 amg=,49999,181000,diesel,258.0,jeep,pazardzhik,1,black,8
mercedes-benz gle 350 d* * 4matic* * amg line* * nightpaket* *,50999,301890,diesel,258.0,jeep,vidin,1,black,8
mercedes-benz gle 350 amg-line* 9g-tronic* топ състояние*,51000,192210,diesel,258.0,jeep,blagoevgrad,1,black,9
mercedes-benz gle 350,51500,208548,diesel,258.0,jeep,blagoevgrad,0,black,9
mercedes-benz gle 350 топ състояние,51999,145000,diesel,258.0,jeep,blagoevgrad,0,white,8
mercedes-benz gle 350 amg,52000,167000,gasoline,306.0,jeep,sofia,1,red,7
mercedes-benz gle 350 d 4matic amg line* pano*,52900,179500,diesel,258.0,jeep,plovdiv,1,white,10
mercedes-benz gle 350 amg   4 matic регистриран,53500,225000,diesel,260.0,jeep,varna,1,black,10
mercedes-benz gle 350 6+ 1 n1,54000,223711,diesel,258.0,jeep,stara zagora,0,gray,7
mercedes-benz gle 350 d 4m amg,55000,236000,diesel,258.0,jeep,sofia,1,blue,7
mercedes-benz gle 350 4 matic,55600,127400,gasoline,306.0,jeep,varna,0,white,7
mercedes-benz gle 350 amg пакет,55600,185600,diesel,258.0,jeep,plovdiv,1,black,8
mercedes-benz gle 350,55800,172000,diesel,258.0,jeep,pleven,0,gray,9
mercedes-benz gle 350 amg 63 pack 4m,56838,172510,diesel,258.0,jeep,sofia,1,gray,10
mercedes-benz gle 350 d 4matic,56840,189000,diesel,258.0,jeep,plovdiv,0,gray,8
mercedes-benz gle 350 d* 4matic* amg* пълна сервизна история в мерцедес,57800,190150,diesel,258.0,jeep,sofia,1,black,9
mercedes-benz gle 350 350,58000,196000,diesel,265.0,jeep,vratsa,0,black,8
mercedes-benz gle 350 amg/2018г/germany/distron/360camera/car play/подгр,58000,175099,diesel,258.0,jeep,sofia,1,black,7
mercedes-benz gle 350 d 4matic,58800,111000,diesel,258.0,jeep,plovdiv,0,blue,9
mercedes-benz gle 350 350d,58900,235716,diesel,258.0,jeep,sofia,0,blue,7
mercedes-benz gle 350,58999,154000,gasoline,306.0,jeep,ruse,0,white,7
mercedes-benz gle 350 amg package,59000,267000,diesel,258.0,jeep,shumen,1,metallic,7
mercedes-benz gle 350 топ състояние,59500,252000,diesel,258.0,jeep,sofia,0,blue,9
mercedes-benz gle 350 amg pack 4 matic top offer,59500,249000,diesel,258.0,coupe,plovdiv,1,light gray,10
mercedes-benz gle 350 * 9g* * 4matic* blutec*,59900,125000,diesel,258.0,jeep,burgas,0,black,9
mercedes-benz gle 350 d 4matic,59999,142123,diesel,258.0,jeep,sofia,0,black,10
mercedes-benz gle 350 amg-9g-tronic-360-кам-панорама-с.книжка-подгрев,59999,208000,diesel,258.0,jeep,plovdiv,1,black,9
mercedes-benz gle 350 350cdi като нова,59999,203000,diesel,258.0,jeep,plovdiv,0,light gray,10
mercedes-benz gle 350,59999,155000,diesel,258.0,jeep,varna,0,black,9
mercedes-benz gle 350,60000,206000,diesel,258.0,jeep,sofia,0,black,9
"mercedes-benz gle 350 d, coupe",60900,218470,diesel,258.0,coupe,plovdiv,0,gray,9
mercedes-benz gle 350 3.5cdi,61000,170000,diesel,272.0,jeep,blagoevgrad,0,gray,9
mercedes-benz gle 350 top coupe amg 9g tronic,61500,201000,diesel,258.0,coupe,ruse,1,white,8
mercedes-benz gle 350,62000,232000,diesel,258.0,jeep,sofia,0,gray,9
mercedes-benz gle 350 d 4matic,62500,129405,diesel,258.0,jeep,varna,0,white,9
mercedes-benz gle 350,63000,136000,diesel,258.0,jeep,varna,0,brown,10
mercedes-benz gle 350 gle 350,63900,233500,diesel,258.0,coupe,plovdiv,0,gray,9
mercedes-benz gle 350 d 4matic amg-line,63999,202000,diesel,258.0,jeep,sofia,1,white,7
mercedes-benz gle 350,64900,188000,diesel,258.0,coupe,plovdiv,0,white,9
mercedes-benz gle 350 d/coupe/4matic/amg/21/360,64900,232324,diesel,258.0,coupe,ruse,1,white,10
mercedes-benz gle 350 d 4matic amg line,64999,190000,diesel,258.0,jeep,sofia,1,black,9
mercedes-benz gle 350 4matic,65000,46400,diesel,258.0,jeep,pleven,0,white,7
mercedes-benz gle 350 4-matik amg-l?ne d?stron?k-plus 9g-tronik,65000,189000,diesel,258.0,coupe,plovdiv,1,white,9
mercedes-benz gle 350,65000,169740,diesel,255.0,jeep,sofia,0,black,7
mercedes-benz gle 350 distronic/360* камери/ambilight/подгрев/key less,65000,168000,diesel,258.0,coupe,sofia,0,black,8
mercedes-benz gle 350 v6,65000,56000,gasoline,302.0,jeep,pernik,0,blue,7
"mercedes-benz gle 350 cdiamg подг.обдух.масаж, панор.дистр.bang & olufse",65900,198700,diesel,258.0,coupe,plovdiv,1,white,9
mercedes-benz gle 350 amg/9g/360/pano/подгрев,65990,197130,diesel,258.0,coupe,plovdiv,1,white,9
mercedes-benz gle 350 keygo/обдух/360 камери/amg пакет,66000,195250,diesel,258.0,coupe,pleven,1,white,9
mercedes-benz gle 350 amg pack/9g-tronic/360camera/70.000kм.,66800,70000,diesel,258.0,jeep,blagoevgrad,1,black,7
mercedes-benz gle 350 d coupe 4matic amg-line,66900,196000,diesel,258.0,coupe,sofia,1,gray,8
"mercedes-benz gle 350 coupe, 4-matic, 9g-tronic, kamera, панорама, full",66999,276100,diesel,258.0,coupe,sofia,0,white,8
mercedes-benz gle 350,67000,190000,diesel,276.0,jeep,burgas,0,dark gray,8
mercedes-benz gle 350 gle coupe 350d,67500,200000,diesel,258.0,coupe,sofia,0,black,9
mercedes-benz gle 350 amg panorama distronic 360 камери airmatic,67900,172220,diesel,258.0,coupe,plovdiv,1,white,10
mercedes-benz gle 350 d coupe/amg/softclose/21ц/harmankardon/multibeam,67900,215980,diesel,258.0,coupe,ruse,1,black,10
"mercedes-benz gle 350 d coupe, 4-matic, amg line, night pack, full servi",68000,219000,diesel,258.0,coupe,plovdiv,1,white,8
mercedes-benz gle 350 * 4 matic* distronic* 9g* печка,68000,141000,diesel,258.0,jeep,varna,0,dark gray,9
mercedes-benz gle 350 amg,68000,290000,diesel,258.0,jeep,stara zagora,1,black,9
mercedes-benz gle 350 4matic* amg*,68000,225000,diesel,258.0,coupe,gabrovo,1,blue,9
mercedes-benz gle 350 d 4m coupe* amg* comand online* exclusive* softclo,68000,199900,diesel,258.0,coupe,sofia,1,black,9
mercedes-benz gle 350,68600,126000,diesel,258.0,jeep,veliko tarnovo,0,red,7
mercedes-benz gle 350 amg 4 matic 9g tronic,68900,120000,diesel,258.0,jeep,sofia,1,dark gray,9
mercedes-benz gle 350 350d amg/offroad/360 camera/vakum/pamet/panorama,69000,254000,diesel,258.0,jeep,kardzhali,1,white,8
mercedes-benz gle 350,70000,130000,diesel,276.0,jeep,sofia,0,blue,7
mercedes-benz gle 350 amg line,70300,189000,diesel,258.0,jeep,sofia,1,white,9
mercedes-benz gle 350 d 4m amg* night* pano,70900,128388,diesel,258.0,jeep,sofia,1,white,9
mercedes-benz gle 350 coupe/258hp/amg line/360-cam/306b,70900,280000,diesel,258.0,coupe,sofia,1,blue,7
mercedes-benz gle 350 купе amg line,71000,475000,diesel,258.0,coupe,burgas,1,black,8
mercedes-benz gle 350 amg 350 4matik,71777,151000,diesel,258.0,coupe,sofia,1,white,8
mercedes-benz gle 350 4matic,71899,86000,diesel,258.0,jeep,pleven,0,black,8
mercedes-benz gle 350 4matik,71900,121000,diesel,258.0,jeep,sofia,0,dark gray,9
mercedes-benz gle 350 amg,72000,170000,diesel,258.0,jeep,veliko tarnovo,1,light gray,8
mercedes-benz gle 350 coupe amg-pack,72000,189000,diesel,258.0,coupe,sofia,1,gray,9
mercedes-benz gle 350 amg/4matic/258hp/coupe/carplay/pano/cam/616b,72199,206000,diesel,258.0,coupe,sofia,1,black,8
mercedes-benz gle 350 mercedes gle350d amg line* 360* panorama* assistan,72699,178000,diesel,258.0,jeep,sofia,1,white,9
mercedes-benz gle 350 6.3amg optik-distronik-panorama-360kameri-harman !,73444,202334,diesel,265.0,coupe,pazardzhik,1,red,8
mercedes-benz gle 350 amg,74000,230000,diesel,258.0,coupe,targovishte,1,white,9
mercedes-benz gle 350 amg/navi/360camera/вакуум,74900,190000,diesel,258.0,coupe,varna,1,white,9
mercedes-benz gle 350 coupe= 4matic= 63 amg= distronic= harman/kardon=,74999,200000,diesel,258.0,coupe,pazardzhik,1,black,8
mercedes-benz gle 350 amg 6.3 full pack 4matic панорама лизинг 100%,75880,190000,diesel,258.0,jeep,pazardzhik,1,white,8
mercedes-benz gle 350 amg* 4x4* night pack* pano* germany* лизинг*,75999,198444,diesel,258.0,coupe,sofia,1,white,9
mercedes-benz gle 350,76440,98900,diesel,272.0,jeep,sofia,0,gray,7
mercedes-benz gle 350 coupe 4matic 6.3 full amg pack лизинг 100%,76660,182000,diesel,258.0,coupe,pazardzhik,1,white,8
"mercedes-benz gle 350 cdi coupe , 4matic , amg , panorama , 168.000км",79500,158000,diesel,258.0,coupe,plovdiv,1,red,8
mercedes-benz gle 350 canada,79999,141000,diesel,258.0,jeep,plovdiv,0,red,9
mercedes-benz gle 350 amg bluetec 4matic full,79999,148000,diesel,258.0,jeep,plovdiv,1,black,8
mercedes-benz gle 350,80999,47000,diesel,258.0,jeep,sofia,0,blue,6
mercedes-benz gle 350 4matic 103000km!!!,81800,93594,diesel,258.0,jeep,sofia,0,black,9
mercedes-benz gle 350 4 matic/panorama/navi,82000,132600,gasoline,258.0,jeep,sofia,0,gray,5
mercedes-benz gle 350 d 4matic coupe,82300,108214,diesel,255.0,coupe,pleven,0,gray,7
mercedes-benz gle 350 d coupe 4matic amg line,82499,198000,diesel,258.0,coupe,sofia,1,black,8
mercedes-benz gle 350 amg line,84000,110000,diesel,251.0,jeep,ruse,1,black,8
mercedes-benz gle 350 amg line,84999,245000,diesel,258.0,jeep,haskovo,1,black,9
mercedes-benz gle 350 * 4matic* 7места*,88500,30000,gasoline,256.0,jeep,plovdiv,0,black,5
mercedes-benz gle 350 300d amg,90000,165300,diesel,245.0,jeep,plovdiv,1,black,5
mercedes-benz gle 350 4-matic,92000,79900,gasoline,258.0,jeep,varna,0,black,4
mercedes-benz gle 350 gle 350 4-matic 94 000 km пълна сервизна история!!,94999,94000,gasoline,256.0,jeep,sofia,0,black,5
mercedes-benz gle 350 amg* 4m* 360cam* top*,94999,119000,diesel,245.0,jeep,sofia,1,black,4
mercedes-benz gle 350  coupe silvar star n1,95000,53000,diesel,268.0,coupe,veliko tarnovo,0,silver,9
mercedes-benz gle 350,80000,217783,diesel,258.0,jeep,kardzhali,0,white,8
mercedes-benz gle 350 4-matic,97000,93900,gasoline,245.0,jeep,sofia,0,black,5
"mercedes-benz gle 350 amg, 4 matic",97998,51000,gasoline,258.0,jeep,varna,1,black,3
mercedes-benz gle 350 d amg 4matic airmatic pano burmester 360 distronic,97990,193000,diesel,272.0,jeep,sofia,1,green,5
mercedes-benz gle 350 d 4matic amg line,98999,204000,diesel,272.0,jeep,sofia,1,white,6
mercedes-benz gle 350 d 4matic amg line night package,98999,178306,diesel,272.0,jeep,sofia,1,white,6
mercedes-benz gle 350 d 4-matic amg-packet,99000,163000,diesel,272.0,jeep,varna,1,white,6
mercedes-benz gle 350 95x.km/burmester/amg/4 matic/airmatic !,99500,95837,diesel,272.0,jeep,sofia,1,blue,5
mercedes-benz gle 350 w167,99999,209000,plug-in hybrid,320.0,jeep,sofia,0,gray,4
mercedes-benz gle 350,101000,46000,gasoline,255.0,jeep,sofia,0,black,5
mercedes-benz gle 350 d 4matic amg line,84999,202500,diesel,272.0,jeep,sofia,1,green,6
mercedes-benz gle 350 d 4matic amg line,104999,158172,diesel,272.0,jeep,sofia,1,black,5
mercedes-benz gle 350,105000,180000,diesel,245.0,jeep,kardzhali,0,black,5
mercedes-benz gle 350 de amg 4matic,109900,96200,plug-in hybrid,306.0,jeep,sofia,1,white,5
mercedes-benz gle 350,109999,48000,gasoline,256.0,jeep,sofia,0,white,4
mercedes-benz gle 350 4matic 6.3 amg 3хtv burmaster,109999,45000,gasoline,272.0,jeep,sofia,1,white,5
mercedes-benz gle 350 * 2xamg* airmatic* 4matic* 360*,91900,83600,diesel,272.0,jeep,sofia,1,black,5
mercedes-benz gle 350 e 4matic amg line = mgt select 2=,115000,84000,plug-in hybrid,333.0,jeep,sofia,1,black,4
mercedes-benz gle 350  coupe amg panorama,115800,165000,diesel,286.0,coupe,plovdiv,1,white,4
mercedes-benz gle 350 * 4matic* amg* night packet* pano* 21 *,117999,124033,diesel,272.0,jeep,vidin,1,black,5
"mercedes-benz gle 350 350d eq 5, 3 amg packet",118888,163000,diesel,272.0,jeep,plovdiv,1,black,4
mercedes-benz gle 350 d* 4m* amg* panorama* keyless* 360* distr*,119800,85000,diesel,272.0,jeep,sofia,1,white,6
mercedes-benz gle 350 d amg-pack,119900,98000,diesel,272.0,jeep,sofia,1,white,5
mercedes-benz gle 350 d / coupe / amg optic,120000,91000,diesel,286.0,coupe,sofia,1,white,5
mercedes-benz gle 350,123900,99000,diesel,272.0,jeep,plovdiv,0,white,5
mercedes-benz gle 350 gle 300 d 4matic amg,125000,60000,diesel,245.0,jeep,sofia,1,black,4
mercedes-benz gle 350,125000,51500,diesel,272.0,jeep,sofia,0,black,6
mercedes-benz gle 350 de coupe/amg/22/pano/air,104995,114454,plug-in hybrid,320.0,coupe,sofia,1,black,4
mercedes-benz gle 350 350d couppe,126616,67000,plug-in hybrid,194.0,coupe,blagoevgrad,0,black,4
mercedes-benz gle 350 d coupe 4matic amg-line,129999,125000,diesel,272.0,coupe,sofia,1,black,4
mercedes-benz gle 350 d 4matic coupe amg,130000,164566,diesel,272.0,coupe,varna,1,dark gray,5
mercedes-benz gle 350 4matic* air* amg* pano* ahk* 360* гаранция,109900,69670,diesel,272.0,jeep,plovdiv,1,white,5
mercedes-benz gle 350 амg-full,133000,126500,diesel,272.0,jeep,plovdiv,0,white,5
mercedes-benz gle 350 d coupe 4matic amg line,134999,122000,diesel,272.0,coupe,sofia,1,blue,4
mercedes-benz gle 350 d* amg* full max,135000,160000,diesel,272.0,jeep,kardzhali,1,white,5
mercedes-benz gle 350 de 4matic amg 360* обдухване* airmatic,135150,80980,hybrid,194.0,jeep,plovdiv,1,black,3
mercedes-benz gle 350 d coupe 4matic amg line,113999,124379,diesel,272.0,coupe,sofia,1,black,4
mercedes-benz gle 350 d 4matic coupе,139000,32203,diesel,272.0,coupe,plovdiv,0,black,4
mercedes-benz gle 350 gle coupe  gle 350de plug-in hybrid 4matic 9g-tron,139000,179000,plug-in hybrid,333.0,coupe,varna,0,black,4
mercedes-benz gle 350 amg 4 matic coupe,139500,135000,diesel,272.0,coupe,kyustendil,1,gray,3
mercedes-benz gle 350 4m* amg* multibeam* distr* mbux,117500,46450,diesel,272.0,jeep,plovdiv,1,black,4
mercedes-benz gle 350 d coupe 4matic amg-line,118999,121000,diesel,272.0,coupe,sofia,1,white,5
mercedes-benz gle 350 d coupe 4matic amg line,118999,137500,diesel,272.0,coupe,sofia,1,red,4
mercedes-benz gle 350 n1 6+ 1 amg exterior & interior,120000,110000,diesel,286.0,jeep,sofia,1,white,4
mercedes-benz gle 350 d 4matic coupe,144900,69310,diesel,272.0,coupe,sofia,0,white,4
mercedes-benz gle 350 coupe 4 matic * full екстри * панорама * burmeiste,123900,99000,diesel,272.0,coupe,varna,0,black,5
mercedes-benz gle 350 plug in hybrid  coupe,149500,93000,plug-in hybrid,333.0,coupe,sofia,0,black,3
mercedes-benz gle 350 amg/4matic/virtual/ambient,149900,74000,diesel,272.0,jeep,sofia,1,white,5
mercedes-benz gle 350,150920,61000,plug-in hybrid,221.0,jeep,sofia,0,gray,4
mercedes-benz gle 350 de 4matic,153600,57290,plug-in hybrid,330.0,jeep,sofia,0,black,3
mercedes-benz gle 350 e,154840,39078,plug-in hybrid,333.0,jeep,sofia,0,gray,5
mercedes-benz gle 350 coupe* 4matic* amg* air* night* burmester*,128900,48000,diesel,272.0,coupe,plovdiv,1,black,4
mercedes-benz gle 350,138180,65000,diesel,272.0,coupe,sofia,0,white,3
mercedes-benz gle 350 d/4mat/coupe/burm/360/21/нова/топ!!!,166600,29000,diesel,272.0,coupe,blagoevgrad,0,black,4
mercedes-benz gle 350 350 e hybrid,139000,45000,plug-in hybrid,333.0,jeep,plovdiv,0,black,4
mercedes-benz gle 350 plug in hybrid,170000,40000,plug-in hybrid,333.0,jeep,sofia,0,white,2
mercedes-benz gle 350 de 4matic = amg line advanced plus= гаранция,145670,10000,plug-in hybrid,333.0,jeep,sofia,1,black,1
mercedes-benz gle 350 de/amg/plug-in/4matic/facelift/burm/airmatic/360/,146980,16133,plug-in hybrid,333.0,jeep,sofia,1,black,1
mercedes-benz gle 350 de/amg/plug-in/4m/facelift/night/pano/burm/airmati,147980,9900,plug-in hybrid,333.0,jeep,sofia,1,white,2
mercedes-benz gle 350 de/amg/facelift/coupe/plug-in/burm/pano/360/night/,149980,7990,plug-in hybrid,333.0,coupe,sofia,1,black,2
mercedes-benz gle 350 de 4matic = amg line advanced plus= гаранция,152420,8500,plug-in hybrid,333.0,jeep,sofia,1,white,1
mercedes-benz gle 350 de 4matic coupe = amg line premium= гаранция,170920,16500,plug-in hybrid,333.0,coupe,sofia,1,white,1
mercedes-benz gle 350 de 4m coupe amg airmatic,173264,2000,hybrid,197.0,coupe,sofia,1,black,2
mercedes-benz gle 350 de 4matic,212400,8000,hybrid,333.0,jeep,sofia,0,black,1
mercedes-benz gle 400 amg packet,52000,120000,gasoline,333.0,jeep,pleven,1,gray,7
mercedes-benz gle 400 4matic/amg/9g/distronic+ /air/ harman 333кс,54900,95900,gasoline,333.0,jeep,sofia,1,blue,7
mercedes-benz gle 400 amg пакет/night package/airmatic,58999,99999,gasoline,333.0,jeep,sofia,1,gray,9
mercedes-benz gle 400 4matic amg,59500,159000,gasoline,333.0,jeep,plovdiv,1,white,9
mercedes-benz gle 400,59900,100000,gasoline,333.0,jeep,burgas,0,black,7
mercedes-benz gle 400,60000,134000,gasoline,390.0,jeep,sofia,0,white,7
mercedes-benz gle 400 4matic,60000,66425,gasoline,333.0,jeep,plovdiv,0,blue,8
mercedes-benz gle 400 amg 9g 4matic 333кс night package,60500,181550,gasoline,333.0,jeep,pazardzhik,1,red,7
mercedes-benz gle 400,61000,143000,gasoline,333.0,jeep,sofia,0,red,9
mercedes-benz gle 400 70х.km#amg pack#360 cam#9g#4matic#air#carbon,61500,70000,gasoline,333.0,jeep,stara zagora,1,gray,8
mercedes-benz gle 400 amg* 4matic* off-roader* лизинг*,62000,115000,gasoline,333.0,jeep,varna,1,white,7
"mercedes-benz gle 400 full, distronic+ , обдухване, масаж, amg, 9g",64999,115000,gasoline,333.0,jeep,sofia,1,dark gray,7
mercedes-benz gle 400 amg/9g/distronic+ /air/full,65000,149207,gasoline,333.0,jeep,sofia,1,black,8
mercedes-benz gle 400,65000,170000,gasoline,333.0,jeep,sofia,0,white,9
mercedes-benz gle 400 amg designo,71900,99000,gasoline,333.0,jeep,sofia,1,blue,8
mercedes-benz gle 400 amg/4matic/euro6/,74999,180000,gasoline,335.0,coupe,sofia,1,black,9
mercedes-benz gle 400 amg/333hp/coupe/4matic/orange-art-edition/360/615b,85399,152000,gasoline,333.0,coupe,sofia,1,black,7
mercedes-benz gle 400 3.0tdi/330hp/4m/distronic/widescreen/360/344b,95499,185890,diesel,330.0,jeep,sofia,0,black,6
mercedes-benz gle 400 d 4m #burmester #360 #keygo #distronic @icarbg,98900,145731,diesel,330.0,jeep,stara zagora,0,black,5
"mercedes-benz gle 400 d, 4-matic, amg line, 9-g",99900,274000,diesel,330.0,coupe,plovdiv,1,dark gray,5
mercedes-benz gle 400 d 4matic amg line,91999,212000,diesel,330.0,jeep,sofia,1,gray,6
mercedes-benz gle 400 * 4m* amg* panorama* night* head-up* designio* bur,117500,150000,diesel,330.0,jeep,sofia,1,black,6
mercedes-benz gle 400 amg/330hp/pano/kless/ambient/carplay/,119900,109865,diesel,330.0,jeep,sofia,1,black,5
mercedes-benz gle 400 coupe amg,123500,110000,diesel,330.0,coupe,sofia,1,black,4
mercedes-benz gle 400 4matic* amg* head-up* 360* panorama,124900,109400,diesel,330.0,jeep,sofia,1,black,5
"mercedes-benz gle 400 amg (6+ 1 места), airmatic, 360grad, multib,",107900,142000,diesel,330.0,jeep,sofia,1,white,5
mercedes-benz gle 400 d#amg#panorama#обдух#e-abc#distr#burmester,129999,110000,diesel,330.0,jeep,stara zagora,1,white,5
mercedes-benz gle 400 hofele,133000,166000,diesel,330.0,jeep,plovdiv,0,black,5
mercedes-benz gle 400 d* amg* 4m* head-up*,133500,95100,diesel,330.0,jeep,sofia,1,black,4
mercedes-benz gle 400 coupe* 4matic* amg* head-up* 360* panor,134900,68000,diesel,330.0,coupe,sofia,1,red,5
mercedes-benz gle 400 4motion/coupé/330hp/amg/pano//night/360 /mem/,134999,122009,diesel,330.0,coupe,sofia,1,gray,4
mercedes-benz gle 400 amg* red belts* burmester* pano* top*,135000,71000,diesel,330.0,jeep,sofia,1,white,3
mercedes-benz gle 400 4matic amg line,137840,60813,diesel,330.0,jeep,varna,1,blue,6
mercedes-benz gle 400 d amg!,139000,97356,diesel,330.0,jeep,plovdiv,1,black,4
mercedes-benz gle 400 d coupe 4matic amg line,116999,112500,diesel,330.0,coupe,sofia,1,black,5
mercedes-benz gle 400 d amg обдухване! airmatic*panorama,140924,46350,diesel,340.0,jeep,sofia,1,black,6
mercedes-benz gle 400 coupe 4 matic,119000,67200,diesel,330.0,coupe,sofia,0,black,4
mercedes-benz gle 400 * coupe* 4m* amg* night* pano* burmester*,144500,72500,diesel,330.0,coupe,sofia,1,white,5
mercedes-benz gle 400 d 4matic amg line* pano* navi* ambient,144900,37900,diesel,330.0,jeep,plovdiv,1,white,3
mercedes-benz gle 400 4 matic,144900,96604,diesel,330.0,jeep,veliko tarnovo,0,gray,5
mercedes-benz gle 400 4matic amg 6+ 1 burm* 360* масаж,124900,65000,diesel,330.0,jeep,plovdiv,1,white,5
mercedes-benz gle 400 4m* amg* multibeam* airmatic* pano* гаранция,125500,84801,diesel,330.0,jeep,plovdiv,1,black,5
mercedes-benz gle 400 3.0 tdi/330hp/4x4/pano/360cam/navi/152c,150899,87000,diesel,330.0,coupe,sofia,0,gray,3
mercedes-benz gle 400 d* 4m* amg* head-up* 360cam* distr*,126800,47800,diesel,330.0,jeep,sofia,1,gray,5
mercedes-benz gle 400 d/ amg/ 4-matic/ panorama/ 360/ led/ 20/,127980,55746,diesel,330.0,jeep,sofia,1,white,3
mercedes-benz gle 400 amg,153900,74500,diesel,330.0,jeep,sofia,1,white,3
mercedes-benz gle 400 d 4m amg !!,129000,43000,diesel,330.0,jeep,blagoevgrad,1,black,3
mercedes-benz gle 400 d coupe amg line 4matic,154900,76968,diesel,330.0,coupe,ruse,1,black,4
mercedes-benz gle 400 d* coupe* amg* 4m* distr* led*,129800,60000,diesel,330.0,coupe,sofia,1,blue,4
mercedes-benz gle 400 d/ amg/4matic/night/distronic/ head up/360/ led/21,129980,63930,diesel,330.0,jeep,sofia,1,black,3
mercedes-benz gle 400 amg mega full 4matic 2години гаранция лизинг 100%,158880,92000,diesel,330.0,jeep,pazardzhik,1,gray,4
mercedes-benz gle 400 4matic amg line,159000,61000,diesel,330.0,jeep,sofia,1,white,5
mercedes-benz gle 400 d 4m coupe * pano* headup* 20* burm,159900,33000,diesel,330.0,coupe,sofia,0,gray,3
mercedes-benz gle 400,138180,68000,diesel,330.0,coupe,sofia,0,black,4
mercedes-benz gle 400 d 4matic amg line pano navi 360 camera,145000,9700,diesel,330.0,jeep,sofia,1,black,1
mercedes-benz gle 400 d amg,175000,19000,diesel,333.0,coupe,shumen,1,white,3
mercedes-benz gle 400 coupe*4matic*multibeam*panorama,146500,44500,diesel,330.0,coupe,plovdiv,0,black,5
mercedes-benz gle 400 e coupе,179900,19800,hybrid,381.0,coupe,varna,0,black,2
mercedes-benz gle 400 d 4matic = amg line= гаранция,150340,19500,diesel,330.0,jeep,sofia,1,black,1
mercedes-benz gle 400 d 4matic = amg line premium plus= гаранция,150920,13500,diesel,330.0,jeep,sofia,1,gray,2
mercedes-benz gle 400 e 4matic = amg line premium= гаранция,153590,18500,plug-in hybrid,388.0,jeep,sofia,1,black,2
mercedes-benz gle 400 e plug-in hybrid/450e/facelift/amg/pano/360cam,188000,212,plug-in hybrid,381.0,jeep,sofia,1,white,1
mercedes-benz gle 400 d coupe 4matic = amg line= гаранция,157920,15500,diesel,330.0,coupe,sofia,1,gray,1
mercedes-benz gle 400 d 4matic coupe,160375,21000,diesel,330.0,coupe,plovdiv,0,black,2
mercedes-benz gle 400 e 4matic = amg line advanced plus= гаранция,164090,7000,plug-in hybrid,388.0,jeep,sofia,1,white,1
mercedes-benz gle 400 d coupe 4matic = amg line= гаранция,166590,6000,diesel,330.0,coupe,sofia,1,black,2
mercedes-benz gle 400 e/ plug-in/amg/facelift/airmatic/night/pano/ burm/,167980,8000,plug-in hybrid,381.0,jeep,sofia,1,dark gray,2
